$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$30.00,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
$90.35,09-01-2019
